review,aspect,label
The waiting area was cramped and uncomfortable. There were not enough seats available.,Satisfactions,8
My train was delayed for over 30 minutes. It was a frustrating experience.,Punctuality,3
I couldn't find any information about ticket prices. It would be helpful to have more clear signage.,Data availability,1
I saw some suspicious people hanging around the station. It's not a safe place to be.,Safety,10
The station was incredibly dirty. It was covered in trash and looked unkempt.,Cleanliness,2
"I had a problem with my ticket, but the staff were unhelpful and didn't want to listen to my complaint.",Handling complaints,7
The whole experience was unpleasant. The station was crowded and the train was delayed. I wouldn't recommend it.,Satisfactions,8
I've had several instances where trains were cancelled or delayed. The service is unreliable and inconsistent.,Punctuality,3
I couldn't find any information about luggage storage options. It would be helpful to have more signage.,Data availability,1
I saw someone trying to steal from another passenger. It's not safe enough.,Safety,10
The platform was covered in litter and looked very dirty. It's not a pleasant place to be.,Cleanliness,2
"I asked for directions, but the staff just ignored me. They didn't want to assist me.",Handling complaints,7
The waiting area was cramped and uncomfortable. There weren't enough seats available.,Satisfactions,8
My train was cancelled without any notice. I had to wait for hours for the next one.,Punctuality,3
I couldn't find any information about connecting trains. It would be helpful to have more signs.,Data availability,1
I saw someone trying to steal from another passenger. There needs to be more security.,Safety,10
The bathrooms were disgusting. They were not clean and smelled bad.,Cleanliness,2
"I asked for help, but the staff were rude and dismissive. They didn't want to assist me.",Handling complaints,7
The waiting area was cramped and uncomfortable. There were not enough seats available.,Satisfactions,8
My train was delayed for over 30 minutes. It was a frustrating experience.,Punctuality,3
I couldn't find any information about ticket prices. It would be helpful to have more clear signage.,Data availability,1
I saw some suspicious people hanging around the station. It's not a safe place to be.,Safety,10
The station was incredibly dirty. It was covered in trash and looked unkempt.,Cleanliness,2
"I had a problem with my ticket, but the staff were unhelpful and didn't want to listen to my complaint.",Handling complaints,7
The whole experience was unpleasant. The station was crowded and the train was delayed. I wouldn't recommend it.,Satisfactions,8
I've had several instances where trains were cancelled or delayed. The service is unreliable and inconsistent.,Punctuality,3
I couldn't find any information about luggage storage options. It would be helpful to have more signage.,Data availability,1
I saw someone trying to steal from another passenger. It's not safe enough.,Safety,10
The platform was covered in litter and looked very dirty. It's not a pleasant place to be.,Cleanliness,2
"I asked for directions, but the staff just ignored me. They didn't want to assist me.",Handling complaints,7
The waiting area was cramped and uncomfortable. There weren't enough seats available.,Satisfactions,8
My train was cancelled without any notice. I had to wait for hours for the next one.,Punctuality,3
I couldn't find any information about connecting trains. It would be helpful to have more signs.,Data availability,1
I saw someone trying to steal from another passenger. There needs to be more security.,Safety,10
The bathrooms were disgusting. They were not clean and smelled bad.,Cleanliness,2
"I asked for help, but the staff were rude and dismissive. They didn't want to assist me.",Handling complaints,7
The waiting area was cramped and uncomfortable. There were not enough seats available.,Satisfactions,8
My train was delayed for over 30 minutes. It was a frustrating experience.,Punctuality,3
I couldn't find any information about ticket prices. It would be helpful to have more clear signage.,Data availability,1
I saw some suspicious people hanging around the station. It's not a safe place to be.,Safety,10
The station was incredibly dirty. It was covered in trash and looked unkempt.,Cleanliness,2
"I had a problem with my ticket, but the staff were unhelpful and didn't want to listen to my complaint.",Handling complaints,7
